qseqid,sseqid,slen,qlen,length,s_cov,scov_filt,qcov,qcov_filt,pident,p_ident_cutoff,evalue,score,qstart,qend,sstart,send,gaps,positive
373153.SPD_0286,DEG10180286,183,158,178,0.972677596,yes,1.126582278,yes,39.888,no,1.78E-40,336,3,158,4,181,22,103
373153.SPD_0287,DEG10450013,624,1067,83,0.133012821,no,0.077788191,no,25.301,no,0.49,76,255,332,157,239,5,44
373153.SPD_0289,DEG10240141,208,209,199,0.956730769,yes,0.95215311,yes,29.146,no,2.76E-15,172,10,203,8,201,10,90
373153.SPD_0290,DEG10570420,318,333,117,0.367924528,no,0.351351351,no,27.35,no,0.002,90,62,174,64,173,11,58
373153.SPD_0291,DEG10140248,155,213,114,0.735483871,no,0.535211268,no,29.825,no,1.72E-07,114,2,113,3,109,9,56
373153.SPD_0292,DEG10560694,261,271,259,0.992337165,yes,0.955719557,yes,42.085,no,2.40E-58,472,5,263,8,259,7,146
373153.SPD_0293,DEG10580230,330,144,104,0.315151515,no,0.722222222,no,40.385,no,1.84E-19,201,3,103,5,108,3,64
373153.SPD_0294,DEG10060204,620,396,122,0.196774194,no,0.308080808,no,27.049,no,0.44,72,69,181,142,257,15,48
373153.SPD_0295,DEG10180464,157,163,148,0.942675159,no,0.90797546,no,50,no,5.16E-45,364,3,149,1,147,2,102
373153.SPD_0296,DEG10150200,213,259,77,0.361502347,no,0.297297297,no,31.169,no,1.3,64,21,81,46,121,17,37
373153.SPD_0297,DEG10580232,303,272,307,1.01320132,yes,1.128676471,yes,32.248,no,2.45E-37,334,1,271,1,303,40,150
373153.SPD_0298,DEG10390177,112,88,84,0.75,no,0.954545455,yes,32.143,no,3.51E-07,102,1,84,22,102,3,51
373153.SPD_0301,DEG10020207,314,333,317,1.00955414,yes,0.951951952,yes,25.552,no,1.69E-27,271,19,332,2,313,8,158
373153.SPD_0302,DEG10570036,400,80,45,0.1125,no,0.5625,no,37.778,no,0.48,60,25,62,209,251,9,24
373153.SPD_0303,DEG10300069,68,64,58,0.852941176,no,0.90625,no,48.276,no,2.94E-14,143,2,59,3,60,0,37
373153.SPD_0304,DEG10070013,316,316,316,1,yes,1,yes,99.051,yes,0,1653,1,316,1,316,0,315
373153.SPD_0305,DEG10210170,107,105,95,0.887850467,no,0.904761905,no,60,no,5.08E-35,288,6,100,3,97,0,74
373153.SPD_0306,DEG10070129,750,750,750,1,yes,1,yes,99.867,yes,0,3997,1,750,1,750,0,750
373153.SPD_0307,DEG10070014,326,326,326,1,yes,1,yes,99.387,yes,0,1639,1,326,1,326,0,324
373153.SPD_0308,DEG10020291,701,701,706,1.007132668,yes,1.007132668,yes,62.323,no,0,2328,1,700,1,701,11,565
373153.SPD_0309,DEG10650117,328,160,65,0.198170732,no,0.40625,no,29.231,no,6.6,57,95,150,251,315,9,32
373153.SPD_0310,DEG10260013,350,494,94,0.268571429,no,0.190283401,no,29.787,no,4,64,93,177,240,330,12,43
373153.SPD_0311,DEG10030191,562,535,551,0.980427046,yes,1.029906542,yes,47.187,no,2.46E-173,1288,5,525,10,557,33,356
373153.SPD_0315,DEG10470463,374,481,206,0.550802139,no,0.428274428,no,30.583,no,3.13E-23,249,224,423,69,272,8,107
373153.SPD_0324,DEG10580160,417,385,359,0.860911271,no,0.932467532,no,27.855,no,2.03E-17,203,3,346,2,334,41,168
373153.SPD_0330,DEG10420192,348,349,347,0.997126437,yes,0.994269341,yes,91.066,no,0,1709,1,347,1,347,0,336
373153.SPD_0334,DEG10470296,571,660,619,1.084063047,yes,0.937878788,no,26.01,no,4.07E-34,344,2,596,5,542,105,274
373153.SPD_0335,DEG10070130,1767,1767,1767,1,yes,1,yes,100,yes,0,9442,1,1767,1,1767,0,1767
373153.SPD_0336,DEG10580057,728,719,644,0.884615385,no,0.895688456,no,63.199,no,0,2152,17,654,21,664,6,495
373153.SPD_0337,DEG10070016,198,198,198,1,yes,1,yes,100,yes,1.82E-149,1058,1,198,1,198,0,198
373153.SPD_0338,DEG10560228,139,175,96,0.690647482,no,0.548571429,no,28.125,no,0.83,63,78,171,23,107,13,44
373153.SPD_0339,DEG10540140,112,109,112,1,yes,1.027522936,yes,55.357,no,1.37E-34,286,1,105,1,112,7,80
373153.SPD_0341,DEG10020158,381,385,382,1.002624672,yes,0.992207792,yes,45.812,no,3.37E-116,878,5,385,2,380,4,250
373153.SPD_0342,DEG10580060,484,464,490,1.012396694,yes,1.056034483,yes,38.571,no,4.12E-102,801,4,464,3,484,37,292
373153.SPD_0343,DEG10210161,474,474,474,1,yes,1,yes,93.882,no,0,2403,1,474,1,474,0,461
373153.SPD_0344,DEG10470455,225,229,230,1.022222222,yes,1.004366812,yes,31.304,no,6.31E-32,288,3,229,2,225,9,128
373153.SPD_0345,DEG10420134,348,338,64,0.183908046,no,0.189349112,no,25,no,1.3,66,31,94,11,72,2,32
373153.SPD_0346,DEG10070131,292,292,292,1,yes,1,yes,100,yes,0,1530,1,292,1,292,0,292
373153.SPD_0347,DEG10210044,315,317,315,1,yes,0.993690852,yes,73.651,no,7.16E-166,1191,1,315,1,315,0,270
373153.SPD_0348,DEG10210045,339,335,330,0.973451327,yes,0.985074627,yes,59.091,no,1.15E-136,1003,4,333,7,336,0,243
373153.SPD_0349,DEG10540184,331,336,330,0.996978852,yes,0.982142857,yes,70.909,no,0,1312,3,332,2,331,0,280
373153.SPD_0350,DEG10580065,231,232,232,1.004329004,yes,1,yes,40.948,no,6.95E-48,396,1,231,1,230,3,144
373153.SPD_0351,DEG10020213,347,331,224,0.645533141,no,0.67673716,no,40.625,no,1.04E-38,351,106,327,120,339,6,146
373153.SPD_0352,DEG10420078,213,210,209,0.981220657,yes,0.995238095,yes,73.684,no,1.66E-112,818,1,209,4,212,0,184
373153.SPD_0357,DEG10440103,308,294,36,0.116883117,no,0.12244898,no,33.333,no,8.8,59,70,105,105,140,0,18
373153.SPD_0360,DEG10070132,589,589,589,1,yes,1,yes,100,yes,0,3068,1,589,1,589,0,589
373153.SPD_0361,DEG10350106,383,651,68,0.177545692,no,0.104454685,no,25,no,0.87,71,519,586,246,308,5,32
373153.SPD_0362,DEG10020243,144,145,135,0.9375,no,0.931034483,no,41.481,no,1.45E-32,279,8,142,10,140,4,93
373153.SPD_0363,DEG10070133,378,378,378,1,yes,1,yes,100,yes,0,1979,1,378,1,378,0,378
373153.SPD_0365,DEG10580051,427,427,427,1,yes,1,yes,81.499,no,0,1768,1,427,1,427,0,382
373153.SPD_0366,DEG10140310,694,788,638,0.919308357,no,0.80964467,no,28.683,no,7.53E-49,464,91,716,79,666,62,292
373153.SPD_0367,DEG10070017,204,204,204,1,yes,1,yes,99.02,yes,1.71E-149,1059,1,204,1,204,0,202
373153.SPD_0368,DEG10420272,297,290,282,0.949494949,no,0.972413793,yes,62.411,no,5.17E-121,891,18,288,14,293,13,219
373153.SPD_0369,DEG10100355,245,103,81,0.330612245,no,0.786407767,no,28.395,no,0.42,62,41,103,37,117,18,43
373153.SPD_0370,DEG10400539,1328,182,69,0.051957831,no,0.379120879,no,34.783,no,0.12,72,95,163,1009,1075,2,33
373153.SPD_0371,DEG10020103,782,778,803,1.02685422,yes,1.032133676,yes,38.605,no,5.50E-173,1329,1,777,1,782,47,467
373153.SPD_0372,DEG10050085,481,440,437,0.908523909,no,0.993181818,yes,38.444,no,1.11E-90,722,4,437,18,450,7,256
373153.SPD_0375,DEG10070134,424,424,424,1,yes,1,yes,100,yes,0,2255,1,424,1,424,0,424
373153.SPD_0376,DEG10110204,674,123,49,0.072700297,no,0.398373984,no,40.816,no,3.5,57,66,113,92,140,1,22
373153.SPD_0377,DEG10580240,451,454,450,0.997782705,yes,0.991189427,yes,78.222,no,0,1905,1,450,1,450,0,398
373153.SPD_0378,DEG10580239,263,261,259,0.984790875,yes,0.992337165,yes,68.726,no,2.91E-119,873,2,260,4,262,0,217
373153.SPD_0379,DEG10580238,144,144,144,1,yes,1,yes,72.222,no,1.19E-73,549,1,144,1,144,0,121
373153.SPD_0380,DEG10210185,324,324,324,1,yes,1,yes,75,no,0,1318,1,324,1,324,0,284
373153.SPD_0381,DEG10210184,74,74,74,1,yes,1,yes,87.838,no,5.86E-39,307,1,74,1,74,0,68
373153.SPD_0382,DEG10070018,324,324,324,1,yes,1,yes,99.383,yes,0,1655,1,324,1,324,0,324
373153.SPD_0383,DEG10070019,306,306,306,1,yes,1,yes,99.673,yes,0,1594,1,306,1,306,0,306
373153.SPD_0384,DEG10070020,243,243,243,1,yes,1,yes,99.588,yes,3.60E-177,1249,1,243,1,243,0,243
373153.SPD_0385,DEG10070021,411,411,411,1,yes,1,yes,100,yes,0,2186,1,411,1,411,0,411
373153.SPD_0386,DEG10070022,161,161,161,1,yes,1,yes,100,yes,1.36E-113,815,1,161,1,161,0,161
373153.SPD_0387,DEG10070023,140,140,140,1,yes,1,yes,98.571,yes,4.14E-99,715,1,140,1,140,0,139
373153.SPD_0388,DEG10070024,455,455,455,1,yes,1,yes,99.78,yes,0,2397,1,455,1,455,0,454
373153.SPD_0389,DEG10070025,288,288,288,1,yes,1,yes,100,yes,0,1532,1,288,1,288,0,288
373153.SPD_0390,DEG10070026,255,255,255,1,yes,1,yes,99.608,yes,0,1325,1,255,1,255,0,255
373153.SPD_0391,DEG10590066,721,61,57,0.079056865,no,0.93442623,no,28.07,no,0.76,57,2,58,596,650,2,28
373153.SPD_0392,DEG10060260,934,70,33,0.035331906,no,0.471428571,no,36.364,no,3.9,52,18,49,262,294,1,19
373153.SPD_0393,DEG10070027,140,140,140,1,yes,1,yes,100,yes,2.35E-101,730,1,140,1,140,0,140
373153.SPD_0394,DEG10580244,130,129,127,0.976923077,yes,0.984496124,yes,66.142,no,3.78E-54,418,5,129,4,129,3,103
373153.SPD_0395,DEG10070028,186,186,186,1,yes,1,yes,100,yes,7.71E-137,972,1,186,1,186,0,186
373153.SPD_0396,DEG10070135,480,480,480,1,yes,1,yes,100,yes,0,2551,1,480,1,480,0,480
373153.SPD_0397,DEG10380206,488,488,488,1,yes,1,yes,85.656,no,0,2235,1,488,1,488,0,454
373153.SPD_0398,DEG10070136,100,100,100,1,yes,1,yes,100,yes,8.39E-70,515,1,100,1,100,0,100
373153.SPD_0399,DEG10020086,520,514,516,0.992307692,yes,1.003891051,yes,62.791,no,0,1768,1,510,1,516,6,407
373153.SPD_0400,DEG10260079,337,161,180,0.534124629,no,1.118012422,yes,31.667,no,8.43E-14,162,4,161,26,203,24,84
373153.SPD_0401,DEG10580053,62,62,62,1,yes,1,yes,100,yes,2.98E-41,320,1,62,1,62,0,62
373153.SPD_0402,DEG10420050,121,121,121,1,yes,1,yes,80.165,no,1.31E-65,491,1,121,1,120,1,113
373153.SPD_0403,DEG10420051,554,555,556,1.003610108,yes,1.001801802,yes,79.856,no,0,2358,1,555,1,554,3,494
373153.SPD_0404,DEG10270542,618,566,565,0.914239482,no,0.998233216,yes,47.611,no,4.31E-180,1341,11,559,39,600,19,361
373153.SPD_0405,DEG10400628,172,158,158,0.918604651,no,1,yes,41.772,no,7.67E-42,344,1,158,1,157,1,112
373153.SPD_0406,DEG10400396,327,340,327,1,yes,0.961764706,yes,62.385,no,3.03E-146,1066,5,330,1,327,1,245
373153.SPD_0407,DEG10270544,509,88,63,0.123772102,no,0.715909091,no,39.683,no,0.25,63,22,70,117,177,16,26
373153.SPD_0409,DEG10270292,429,416,396,0.923076923,no,0.951923077,yes,48.485,no,5.93E-111,850,6,399,21,412,6,259
373153.SPD_0410,DEG10520330,456,71,27,0.059210526,no,0.38028169,no,44.444,no,0.55,59,12,38,374,399,1,17
373153.SPD_0411,DEG10370038,246,246,246,1,yes,1,yes,80.488,no,4.89E-141,1013,1,246,1,246,0,225
373153.SPD_0412,DEG10580257,521,521,514,0.986564299,yes,0.986564299,yes,74.903,no,0,2047,6,518,5,517,2,443
373153.SPD_0414,DEG10240046,187,629,73,0.390374332,no,0.116057234,no,30.137,no,3.9,64,495,564,8,80,3,36
373153.SPD_0417,DEG10070029,281,281,281,1,yes,1,yes,100,yes,0,1449,1,281,1,281,0,281
373153.SPD_0419,DEG10340114,288,353,45,0.15625,no,0.127478754,no,33.333,no,1.3,66,14,58,241,285,0,24
373153.SPD_0420,DEG10050082,772,774,788,1.020725389,yes,1.018087855,yes,43.782,no,0,1622,5,764,2,772,45,479
373153.SPD_0423,DEG10050084,304,407,196,0.644736842,no,0.481572482,no,21.429,no,0.003,88,86,263,4,191,26,77
373153.SPD_0424,DEG10560657,452,440,461,1.019911504,yes,1.047727273,yes,31.67,no,8.38E-61,518,1,435,1,442,45,239
373153.SPD_0425,DEG10580054,672,628,61,0.09077381,no,0.097133758,no,34.426,no,0.2,77,345,405,394,453,1,28
373153.SPD_0426,DEG10580314,107,114,94,0.878504673,no,0.824561404,no,35.106,no,1.25E-11,134,14,107,13,106,0,58
373153.SPD_0427,DEG10070143,98,470,82,0.836734694,no,0.174468085,no,37.805,no,3.47E-07,112,391,465,6,87,7,41
373153.SPD_0428,DEG10560657,452,559,470,1.039823009,yes,0.84078712,no,24.255,no,1.23E-29,303,1,431,1,449,60,218
373153.SPD_0429,DEG10561002,483,479,472,0.977225673,yes,0.985386221,yes,31.356,no,9.03E-53,467,21,478,21,483,23,260
373153.SPD_0430,DEG10550442,471,449,443,0.940552017,no,0.986636971,yes,27.54,no,3.25E-51,454,1,425,1,431,30,219
373153.SPD_0431,DEG10110132,400,282,74,0.185,no,0.262411348,no,31.081,no,1.5,65,14,85,325,392,8,33
373153.SPD_0432,DEG10680231,285,182,63,0.221052632,no,0.346153846,no,28.571,no,0.38,67,45,107,50,112,0,29
373153.SPD_0434,DEG10580099,284,560,237,0.834507042,no,0.423214286,no,34.177,no,3.71E-38,355,298,521,5,238,16,143
373153.SPD_0434,DEG10580099,284,560,260,0.915492958,no,0.464285714,no,30.385,no,5.07E-38,354,4,261,2,259,4,144
373153.SPD_0435,DEG10020249,268,276,281,1.048507463,yes,1.018115942,yes,25.267,no,4.34E-15,177,1,269,1,267,26,136
373153.SPD_0436,DEG10010086,160,167,155,0.96875,yes,0.928143713,no,52.258,no,3.00E-59,458,4,156,7,160,3,121
373153.SPD_0437,DEG10580218,185,187,184,0.994594595,yes,0.983957219,yes,54.348,no,6.10E-72,546,1,184,1,184,0,141
373153.SPD_0438,DEG10470117,215,216,191,0.888372093,no,0.884259259,no,29.319,no,9.65E-23,224,16,205,15,204,2,102
373153.SPD_0439,DEG10660371,343,129,104,0.303206997,no,0.80620155,no,25,no,0.044,72,2,97,71,172,10,49
373153.SPD_0440,DEG10180250,172,149,48,0.279069767,no,0.322147651,no,47.917,no,2.12E-04,89,86,133,91,137,1,31
373153.SPD_0442,DEG10540194,536,535,532,0.992537313,yes,0.994392523,yes,90.789,no,0,2634,3,534,2,533,0,507
373153.SPD_0444,DEG10470118,742,1635,128,0.172506739,no,0.078287462,no,27.344,no,0.21,81,1219,1342,392,519,4,55
373153.SPD_0445,DEG10070030,398,398,398,1,yes,1,yes,99.497,yes,0,2020,1,398,1,398,0,397
373153.SPD_0446,DEG10430354,633,175,34,0.05371248,no,0.194285714,no,38.235,no,9.3,56,76,109,579,612,0,20
373153.SPD_0447,DEG10470311,129,118,113,0.875968992,no,0.957627119,yes,49.558,no,6.02E-34,284,4,108,2,114,8,78
373153.SPD_0448,DEG10580033,448,448,448,1,yes,1,yes,87.723,no,0,2185,1,448,1,448,0,428
373153.SPD_0450,DEG10300014,2472,199,52,0.021035599,no,0.261306533,no,32.692,no,0.12,73,139,190,2168,2218,1,30
373153.SPD_0452,DEG10180554,298,265,133,0.446308725,no,0.501886792,no,32.331,no,3.55E-14,171,120,247,144,275,6,70
373153.SPD_0453,DEG10560347,584,522,569,0.974315068,yes,1.090038314,yes,28.12,no,3.58E-49,450,4,521,38,560,97,257
373153.SPD_0453,DEG10560347,584,522,281,0.481164384,no,0.538314176,no,27.402,no,4.31E-18,213,6,274,323,578,37,136
373153.SPD_0454,DEG10580233,529,487,368,0.695652174,no,0.755646817,no,23.913,no,5.25E-21,235,126,466,160,508,46,168
373153.SPD_0455,DEG10050458,1055,777,421,0.399052133,no,0.541827542,no,22.09,no,2.04E-05,112,167,538,266,673,62,166
373153.SPD_0456,DEG10410346,341,66,50,0.146627566,no,0.757575758,no,28,no,1.2,56,15,64,143,192,0,24
373153.SPD_0457,DEG10270389,280,169,43,0.153571429,no,0.25443787,no,27.907,no,1.2,63,53,95,67,109,0,22
373153.SPD_0458,DEG10420040,344,344,344,1,yes,1,yes,60.756,no,3.31E-166,1199,1,344,1,344,0,287
373153.SPD_0459,DEG10370194,177,174,148,0.836158192,no,0.850574713,no,84.459,no,5.38E-86,637,27,174,31,177,1,138
373153.SPD_0460,DEG10210188,609,607,609,1,yes,1.003294893,yes,96.223,yes,0,3014,1,607,1,609,2,598
373153.SPD_0461,DEG10210187,377,372,376,0.99734748,yes,1.010752688,yes,85.638,no,0,1632,1,370,1,375,7,343
373153.SPD_0462,DEG10130059,899,95,73,0.081201335,no,0.768421053,no,24.658,no,0.93,59,11,82,820,884,9,38
373153.SPD_0463,DEG10060106,141,136,105,0.744680851,no,0.772058824,no,40.952,no,2.13E-24,223,2,106,7,111,0,62
373153.SPD_0464,DEG10470406,294,243,231,0.785714286,no,0.950617284,yes,31.169,no,8.66E-37,327,2,232,3,229,4,122
373153.SPD_0465,DEG10240368,800,349,86,0.1075,no,0.246418338,no,27.907,no,0.42,71,9,90,165,246,8,36
373153.SPD_0466,DEG10220255,447,109,83,0.185682327,no,0.76146789,no,24.096,no,0.67,61,20,101,3,85,1,38
373153.SPD_0467,DEG10300100,248,112,76,0.306451613,no,0.678571429,no,23.684,no,0.009,75,2,76,140,211,5,41
373153.SPD_0468,DEG10210141,233,245,79,0.339055794,no,0.32244898,no,32.911,no,2.66E-04,93,52,130,43,120,1,41
373153.SPD_0469,DEG10280158,530,446,50,0.094339623,no,0.112107623,no,38,no,0.19,75,359,408,9,57,1,29
373153.SPD_0470,DEG10380090,1222,51,21,0.017184943,no,0.411764706,no,38.095,no,0.86,55,21,41,686,706,0,14
373153.SPD_0473,DEG10270114,238,229,90,0.378151261,no,0.3930131,no,31.111,no,0.18,71,135,221,147,229,10,42
373153.SPD_0474,DEG10080140,787,77,36,0.045743329,no,0.467532468,no,38.889,no,0.41,60,12,47,464,499,0,19
373153.SPD_0475,DEG10560773,272,203,91,0.334558824,no,0.448275862,no,31.868,no,0.001,88,114,202,174,264,2,47
373153.SPD_0476,DEG10210173,264,264,262,0.992424242,yes,0.992424242,yes,74.427,no,5.33E-152,1089,1,262,1,262,0,224
373153.SPD_0477,DEG10060285,210,211,202,0.961904762,yes,0.957345972,yes,36.139,no,2.68E-35,308,1,197,1,194,13,114
373153.SPD_0478,DEG10580342,156,159,156,1,yes,0.981132075,yes,71.795,no,1.16E-78,585,4,159,1,156,0,131
373153.SPD_0479,DEG10070137,378,378,378,1,yes,1,yes,99.735,yes,0,1969,1,378,1,378,0,377
373153.SPD_0480,DEG10070031,97,97,97,1,yes,1,yes,100,yes,1.44E-66,493,1,97,1,97,0,97
373153.SPD_0481,DEG10580251,102,99,97,0.950980392,yes,0.97979798,yes,79.381,no,5.41E-52,398,3,99,6,102,0,89
373153.SPD_0482,DEG10540134,916,930,941,1.027292576,yes,1.011827957,yes,75.345,no,0,3341,1,930,1,916,36,777
373153.SPD_0483,DEG10580250,117,116,115,0.982905983,yes,0.99137931,yes,87.826,no,1.03E-71,530,1,115,1,115,0,106
373153.SPD_0484,DEG10080142,153,271,77,0.503267974,no,0.284132841,no,25.974,no,0.66,66,125,199,50,116,12,36
373153.SPD_0485,DEG10580005,180,60,50,0.277777778,no,0.833333333,no,30,no,1.7,54,4,53,60,108,1,26
373153.SPD_0487,DEG10590011,388,81,67,0.172680412,no,0.827160494,no,29.851,no,0.18,63,6,72,313,373,6,35
373153.SPD_0488,DEG10050306,276,444,53,0.192028986,no,0.119369369,no,33.962,no,0.49,71,302,353,217,269,1,29
373153.SPD_0489,DEG10580067,84,84,84,1,yes,1,yes,70.238,no,2.19E-41,325,1,84,1,84,0,75
373153.SPD_0490,DEG10580300,128,131,137,1.0703125,yes,1.045801527,yes,45.255,no,3.57E-25,227,3,131,4,127,21,80
373153.SPD_0491,DEG10210186,293,149,55,0.187713311,no,0.369127517,no,29.091,no,0.6,64,84,137,235,289,1,28
373153.SPD_0492,DEG10030610,178,185,187,1.050561798,yes,1.010810811,yes,25.134,no,8.71E-12,144,10,183,3,175,27,78
373153.SPD_0493,DEG10050630,255,320,64,0.250980392,no,0.2,no,23.438,no,0.76,67,83,146,55,113,5,29
373153.SPD_0494,DEG10210162,890,883,882,0.991011236,yes,0.998867497,yes,90.476,no,0,4331,1,882,9,890,0,842
373153.SPD_0501,DEG10470358,282,279,278,0.985815603,yes,0.996415771,yes,29.856,no,1.66E-36,328,3,276,7,278,10,147
373153.SPD_0501,DEG10470358,282,279,73,0.258865248,no,0.261648746,no,28.767,no,2.3,63,207,279,104,172,4,28
373153.SPD_0502,DEG10470078,454,612,475,1.046255507,yes,0.776143791,no,24.632,no,3.76E-37,360,1,452,1,453,45,221
373153.SPD_0503,DEG10070143,98,471,91,0.928571429,no,0.193205945,no,54.945,no,8.05E-29,270,380,469,7,97,1,68
373153.SPD_0504,DEG10210098,349,348,346,0.991404011,yes,0.994252874,yes,89.017,no,0,1695,3,348,4,349,0,332
373153.SPD_0505,DEG10070032,169,169,169,1,yes,1,yes,99.408,yes,1.86E-123,881,1,169,1,169,0,168
373153.SPD_0506,DEG10070033,801,800,801,1,yes,1.00125,yes,97.753,yes,0,4112,1,800,1,801,1,788
373153.SPD_0507,DEG10510112,128,333,79,0.6171875,no,0.237237237,no,29.114,no,0.2,70,76,146,33,110,9,35
373153.SPD_0510,DEG10270204,759,749,757,0.997364954,yes,1.010680908,yes,45.575,no,0,1674,2,746,11,757,22,470
373153.SPD_0511,DEG10500161,282,288,279,0.989361702,yes,0.96875,yes,46.595,no,4.83E-86,659,7,285,3,279,2,181
373153.SPD_0512,DEG10020139,698,775,698,1,yes,0.900645161,no,57.593,no,0,2071,41,733,5,696,11,528
373153.SPD_0513,DEG10580259,205,205,205,1,yes,1,yes,80.976,no,9.47E-125,897,1,205,1,205,0,192
373153.SPD_0514,DEG10050004,146,294,141,0.965753425,yes,0.479591837,no,28.369,no,9.88E-06,102,159,294,2,140,7,64
373153.SPD_0515,DEG10210190,447,447,447,1,yes,1,yes,86.13,no,0,2124,1,447,1,447,0,421
373153.SPD_0516,DEG10470082,1310,128,57,0.04351145,no,0.4453125,no,28.07,no,1.8,60,63,113,547,603,6,29
373153.SPD_0517,DEG10050044,368,294,44,0.119565217,no,0.149659864,no,38.636,no,0.007,84,245,288,325,365,3,31
373153.SPD_0518,DEG10520144,441,151,65,0.14739229,no,0.430463576,no,32.308,no,3.8,58,3,64,323,378,12,26
373153.SPD_0521,DEG10390165,411,425,277,0.673965937,no,0.651764706,no,23.466,no,1.07E-04,101,73,339,84,331,39,112
373153.SPD_0522,DEG10270176,248,215,216,0.870967742,no,1.004651163,yes,37.5,no,4.47E-43,364,10,212,15,229,14,129
373153.SPD_0523,DEG10470401,637,459,39,0.06122449,no,0.08496732,no,38.462,no,0.022,83,321,359,77,115,0,29
373153.SPD_0524,DEG10400369,244,218,229,0.93852459,no,1.050458716,yes,35.808,no,1.59E-39,340,2,217,7,235,13,120
373153.SPD_0525,DEG10560871,1197,442,214,0.178780284,no,0.484162896,no,27.103,no,6.03E-12,163,220,416,701,913,18,108
373153.SPD_0526,DEG10070138,293,293,293,1,yes,1,yes,100,yes,0,1530,1,293,1,293,0,293
373153.SPD_0527,DEG10430293,334,396,117,0.350299401,no,0.295454545,no,29.915,no,2.66E-06,113,262,368,100,216,10,54
373153.SPD_0528,DEG10110116,222,219,203,0.914414414,no,0.926940639,no,33.005,no,6.16E-29,267,11,208,10,208,9,113
373153.SPD_0529,DEG10550154,239,225,191,0.79916318,no,0.848888889,no,37.173,no,2.67E-37,325,20,205,31,218,8,110
373153.SPD_0530,DEG10250075,328,264,236,0.719512195,no,0.893939394,no,29.237,no,6.38E-29,277,24,254,80,311,9,119
373153.SPD_0532,DEG10460219,605,740,559,0.923966942,no,0.755405405,no,33.453,no,8.61E-71,617,27,556,44,597,34,281
373153.SPD_0533,DEG10070034,553,553,553,1,yes,1,yes,100,yes,0,2895,1,553,1,553,0,553
373153.SPD_0535,DEG10210092,409,406,404,0.987775061,yes,0.995073892,yes,55.446,no,6.50E-171,1243,1,404,6,409,0,300
373153.SPD_0536,DEG10540163,410,410,410,1,yes,1,yes,60.488,no,0,1366,1,410,1,410,0,320
373153.SPD_0537,DEG10470005,295,219,54,0.183050847,no,0.246575342,no,29.63,no,0.58,67,170,218,84,137,5,26
373153.SPD_0538,DEG10020104,593,614,585,0.986509275,yes,0.95276873,yes,57.436,no,0,1867,5,589,8,592,0,437
373153.SPD_0539,DEG10430248,163,277,80,0.490797546,no,0.288808664,no,25,no,0.64,66,100,178,58,133,5,37
373153.SPD_0540,DEG10580278,267,266,271,1.014981273,yes,1.018796992,yes,29.52,no,4.51E-23,233,1,255,1,260,27,125
373153.SPD_0541,DEG10390087,183,201,207,1.131147541,yes,1.029850746,yes,29.952,no,3.41E-15,169,3,200,6,180,41,99
373153.SPD_0542,DEG10290238,384,466,396,1.03125,yes,0.849785408,no,24.242,no,2.63E-10,147,77,465,64,383,83,146
373153.SPD_0543,DEG10580330,192,192,190,0.989583333,yes,0.989583333,yes,60.526,no,1.43E-82,617,3,192,2,190,1,138
373153.SPD_0546,DEG10470064,433,441,439,1.013856813,yes,0.995464853,yes,30.979,no,7.03E-68,565,3,434,7,433,19,242
373153.SPD_0547,DEG10470085,349,345,343,0.982808023,yes,0.994202899,yes,59.184,no,1.14E-151,1104,3,345,7,348,1,264
373153.SPD_0548,DEG10100420,195,167,90,0.461538462,no,0.538922156,no,31.111,no,0.16,69,38,118,79,165,12,38
373153.SPD_0549,DEG10580100,251,238,190,0.756972112,no,0.798319328,no,61.579,no,2.03E-84,640,47,236,62,251,0,143
373153.SPD_0550,DEG10210148,141,141,141,1,yes,1,yes,98.582,yes,5.10E-98,708,1,141,1,141,0,140
373153.SPD_0551,DEG10210147,229,229,229,1,yes,1,yes,99.127,yes,3.52E-165,1168,1,229,1,229,0,229
373153.SPD_0552,DEG10510493,587,195,68,0.115843271,no,0.348717949,no,29.412,no,8.4,57,68,129,184,251,6,26
373153.SPD_0554,DEG10400541,340,330,295,0.867647059,no,0.893939394,no,30.847,no,4.31E-38,346,4,290,5,276,31,154
